time,cur_price,exe_quantity,short_lvl1_price,short_lvl1_quantity,long_lvl1_price,long_lvl1_quantity,long_or_short,All_short_quantity,All_long_quantity
[09:00:06-321164],11904,2,11905.0,191.0,11904.0,74.0,1,630.0,1026.0
[09:00:06-396682],11904,10,11905.0,191.0,11904.0,64.0,1,630.0,1016.0
[09:00:06-577891],11904,50,11905.0,191.0,11904.0,14.0,1,630.0,966.0
[09:00:06-862917],11904,14,11904.0,36.0,11903.0,80.0,1,666.0,952.0
[09:00:09-437882],11903,10,11904.0,39.0,11903.0,70.0,1,667.0,1004.0
[09:00:10-047507],11904,3,11904.0,38.0,11903.0,70.0,2,666.0,1004.0
[09:00:11-651694],11903,50,11904.0,40.0,11903.0,20.0,1,670.0,1037.0
[09:00:11-653636],11903,20,11904.0,40.0,11902.0,20.0,1,670.0,1017.0
[09:00:11-765541],11903,3,11904.0,45.0,11903.0,19.0,2,675.0,1045.0
[09:00:11-852717],11903,2,11904.0,38.0,11903.0,23.0,1,668.0,1049.0
[09:00:12-502120],11903,23,11903.0,17.0,11902.0,29.0,1,685.0,1026.0
[09:00:12-625389],11903,5,11903.0,12.0,11902.0,34.0,2,680.0,1031.0
[09:00:13-167096],11903,17,,,,,2,,
[09:00:13-167454],11904,3,11904.0,35.0,11902.0,34.0,2,665.0,1032.0
[09:00:15-867551],11903,9,11903.0,1.0,11902.0,34.0,1,678.0,1033.0
[09:00:19-191013],11903,1,11903.0,1.0,11902.0,29.0,2,696.0,1054.0
[09:00:19-571232],11903,1,11904.0,40.0,11903.0,8.0,2,700.0,1073.0
[09:00:24-102048],11903,26,11904.0,68.0,11903.0,23.0,1,701.0,1027.0
[09:00:24-103609],11903,6,11904.0,68.0,11903.0,17.0,1,701.0,1021.0
[09:00:24-104288],11903,6,11904.0,68.0,11903.0,11.0,1,701.0,1015.0
[09:00:24-105603],11903,2,11904.0,68.0,11903.0,9.0,1,701.0,1013.0
[09:00:24-106748],11903,9,,,,,1,,
[09:00:28-347378],11904,3,11904.0,66.0,11903.0,2.0,2,699.0,1010.0
[09:00:31-535507],11904,1,11904.0,65.0,11903.0,18.0,2,668.0,1132.0
[09:00:32-916243],11904,9,11904.0,56.0,11903.0,63.0,2,659.0,1177.0
[09:00:32-918280],11904,9,11904.0,47.0,11903.0,63.0,2,650.0,1177.0
[09:00:32-918672],11904,9,11904.0,38.0,11903.0,63.0,2,641.0,1177.0
[09:00:32-920769],11904,10,11904.0,28.0,11903.0,63.0,2,631.0,1177.0
[09:00:32-921506],11904,11,11904.0,17.0,11903.0,63.0,2,620.0,1177.0
[09:00:32-922796],11904,5,11904.0,12.0,11903.0,63.0,2,615.0,1177.0
[09:00:32-924239],11904,9,11904.0,3.0,11903.0,63.0,2,606.0,1177.0
[09:00:32-925872],11904,3,11905.0,140.0,11904.0,2.0,2,603.0,1179.0
[09:00:33-378157],11904,50,11905.0,140.0,11904.0,3.0,1,603.0,1141.0
[09:00:33-379787],11904,3,11905.0,140.0,11903.0,24.0,1,603.0,1138.0
[09:00:39-227096],11903,13,11903.0,17.0,11902.0,34.0,1,729.0,1129.0
[09:00:40-360822],11903,5,11903.0,25.0,11902.0,29.0,2,735.0,1124.0
[09:00:43-848586],11903,24,11903.0,12.0,11902.0,41.0,2,672.0,1136.0
[09:00:43-850543],11903,4,11903.0,8.0,11902.0,41.0,2,668.0,1136.0
[09:00:43-851890],11903,8,11904.0,65.0,11903.0,4.0,2,660.0,1140.0
[09:00:48-270441],11904,1,11904.0,66.0,11903.0,34.0,2,661.0,1179.0
[09:00:50-019411],11904,5,11904.0,61.0,11903.0,34.0,2,666.0,1199.0
[09:00:53-793866],11904,9,11904.0,52.0,11903.0,33.0,2,657.0,1177.0
[09:00:55-034266],11904,20,11904.0,32.0,11903.0,33.0,2,637.0,1177.0
[09:00:55-036742],11904,17,11904.0,15.0,11903.0,38.0,2,620.0,1182.0
[09:00:55-123823],11904,2,11904.0,13.0,11903.0,36.0,2,618.0,1180.0
[09:00:55-878828],11904,13,11905.0,141.0,11904.0,8.0,2,605.0,1175.0
[09:00:55-883674],11904,8,11905.0,141.0,11904.0,3.0,1,605.0,1150.0
[09:00:55-979498],11904,1,11904.0,12.0,11903.0,12.0,2,617.0,1147.0
[09:01:14-129387],11904,5,11904.0,35.0,11903.0,31.0,2,659.0,1137.0
[09:01:14-382103],11904,3,11904.0,32.0,11903.0,31.0,2,656.0,1137.0
[09:01:15-575625],11904,32,11905.0,140.0,11904.0,18.0,2,624.0,1159.0
[09:01:15-990926],11904,23,,,,,1,,
[09:01:15-991534],11903,27,11905.0,140.0,11903.0,6.0,1,624.0,1112.0
[09:01:16-080725],11904,1,11904.0,13.0,11903.0,28.0,2,637.0,1134.0
[09:01:16-907366],11904,6,11904.0,4.0,11903.0,29.0,2,628.0,1135.0
[09:01:20-688357],11904,1,11904.0,1.0,11903.0,32.0,2,625.0,1177.0
[09:01:20-690323],11904,1,11905.0,140.0,11903.0,32.0,2,624.0,1177.0
[09:01:21-087435],11904,7,11905.0,140.0,11903.0,31.0,1,624.0,1176.0
[09:01:21-158060],11905,2,11905.0,138.0,11903.0,31.0,2,622.0,1176.0
[09:01:24-592901],11904,15,11905.0,139.0,11904.0,13.0,1,623.0,1198.0
[09:01:28-809010],11905,1,11905.0,139.0,11904.0,27.0,2,622.0,1214.0
[09:01:33-400982],11905,15,11905.0,151.0,11904.0,27.0,2,624.0,1215.0
[09:01:36-223684],11904,1,11905.0,151.0,11904.0,56.0,1,644.0,1249.0
[09:01:41-306691],11904,4,11905.0,151.0,11904.0,44.0,1,644.0,1261.0
[09:01:54-945249],11904,27,11905.0,145.0,11904.0,34.0,1,651.0,1207.0
[09:01:59-303778],11904,46,11904.0,4.0,11903.0,56.0,1,655.0,1173.0
[09:02:01-660459],11904,1,11904.0,8.0,11903.0,56.0,2,659.0,1173.0
[09:02:07-894822],11904,4,11904.0,19.0,11903.0,68.0,2,651.0,1185.0
[09:02:07-896720],11904,3,11904.0,8.0,11903.0,68.0,2,640.0,1185.0
[09:02:07-897322],11904,8,,,,,2,,
[09:02:08-560340],11904,3,11905.0,145.0,11903.0,68.0,1,632.0,1185.0
[09:02:13-812036],11905,1,11905.0,144.0,11904.0,15.0,2,631.0,1200.0
[09:02:14-348599],11904,16,11904.0,44.0,11903.0,67.0,1,675.0,1184.0
[09:02:18-480552],11904,30,11904.0,14.0,11903.0,67.0,2,666.0,1184.0
[09:02:19-563233],11904,4,11904.0,10.0,11903.0,67.0,2,662.0,1184.0
[09:02:19-564841],11904,2,11904.0,8.0,11903.0,67.0,2,660.0,1184.0
[09:02:21-756453],11904,8,11905.0,149.0,11904.0,42.0,2,652.0,1226.0
[09:02:21-790180],11904,26,11905.0,128.0,11904.0,22.0,1,631.0,1206.0
[09:02:21-916664],11904,21,11905.0,128.0,11903.0,67.0,1,631.0,1184.0
[09:02:24-431907],11904,1,11904.0,4.0,11903.0,77.0,2,635.0,1195.0
[09:02:24-433695],11904,3,11904.0,1.0,11903.0,77.0,2,632.0,1195.0
[09:02:25-118775],11904,1,11905.0,128.0,11903.0,77.0,2,631.0,1245.0
[09:02:30-225542],11904,9,11905.0,128.0,11903.0,77.0,1,631.0,1245.0
[09:02:38-684459],11905,20,11905.0,108.0,11904.0,21.0,2,611.0,1265.0
[09:02:44-553561],11904,20,11905.0,132.0,11904.0,1.0,1,635.0,1245.0
[09:02:44-555080],11904,1,11905.0,132.0,11903.0,76.0,1,635.0,1244.0
[09:02:50-081144],11904,9,11904.0,1.0,11903.0,78.0,1,648.0,1246.0
[09:02:55-097401],11903,78,11903.0,22.0,11902.0,111.0,1,700.0,1168.0
[09:02:56-413137],11902,1,11903.0,37.0,11902.0,27.0,1,725.0,1084.0
[09:02:56-416343],11902,20,11903.0,41.0,11902.0,7.0,1,729.0,1064.0
[09:02:56-418881],11902,7,11903.0,42.0,11901.0,26.0,1,730.0,1057.0
[09:02:57-155634],11901,1,11902.0,15.0,11901.0,8.0,1,745.0,979.0
[09:02:57-156891],11901,1,11902.0,15.0,11901.0,7.0,1,745.0,978.0
[09:02:57-158221],11901,7,11901.0,2.0,11900.0,5.0,1,747.0,971.0
[09:02:57-375681],11901,1,11901.0,16.0,11900.0,14.0,2,756.0,980.0
[09:02:59-797082],11901,8,11901.0,8.0,11900.0,18.0,2,758.0,1034.0
[09:03:01-357753],11900,18,11900.0,16.0,11899.0,56.0,1,797.0,1016.0
[09:03:01-935670],11900,8,11900.0,38.0,11899.0,56.0,2,820.0,1016.0
[09:03:02-636515],11899,1,11900.0,39.0,11899.0,5.0,1,821.0,965.0
[09:03:02-637509],11899,1,11900.0,39.0,11899.0,4.0,1,821.0,964.0
[09:03:02-638780],11899,1,11900.0,39.0,11899.0,3.0,1,821.0,963.0
[09:03:02-884447],11900,1,11900.0,38.0,11899.0,3.0,2,820.0,963.0
[09:03:03-779299],11899,5,11900.0,42.0,11899.0,3.0,1,824.0,963.0
[09:03:07-598260],11899,3,11900.0,42.0,11899.0,28.0,1,886.0,1028.0
[09:03:09-049583],11899,1,11900.0,42.0,11899.0,27.0,1,891.0,1027.0
[09:03:09-246222],11899,10,11900.0,42.0,11899.0,17.0,1,891.0,1017.0
[09:03:16-099197],11899,17,,,,,1,,
[09:03:17-191680],11898,10,11899.0,45.0,11898.0,3.0,1,907.0,990.0
[09:03:17-193637],11898,3,11899.0,45.0,11897.0,45.0,1,907.0,987.0
[09:03:17-281517],11897,24,11898.0,11.0,11897.0,1.0,1,908.0,943.0
[09:03:17-288048],11897,1,11898.0,30.0,11896.0,41.0,1,922.0,942.0
[09:03:23-818132],11897,11,11898.0,29.0,11897.0,6.0,1,900.0,978.0
[09:03:23-820211],11897,1,11898.0,34.0,11897.0,5.0,1,905.0,977.0
[09:03:23-821591],11897,5,11897.0,1.0,11896.0,47.0,1,906.0,972.0
[09:03:23-823555],11897,1,11898.0,34.0,11896.0,47.0,2,905.0,972.0
[09:03:23-827361],11897,1,11898.0,34.0,11897.0,1.0,1,904.0,973.0
[09:03:23-833590],11897,1,11898.0,34.0,11896.0,47.0,2,904.0,972.0
[09:03:25-146328],11897,2,11898.0,24.0,11897.0,11.0,1,854.0,984.0
[09:03:26-625698],11898,1,11898.0,15.0,11897.0,42.0,2,838.0,1015.0
[09:03:26-627149],11898,1,11898.0,12.0,11897.0,42.0,2,835.0,1015.0
[09:03:26-628534],11898,7,11898.0,5.0,11897.0,42.0,2,828.0,1015.0
[09:03:26-630018],11898,1,11898.0,4.0,11897.0,42.0,2,827.0,1015.0
[09:03:26-631350],11898,4,,,,,2,,
[09:03:27-598254],11898,2,11898.0,12.0,11897.0,42.0,1,835.0,1015.0
[09:03:27-819599],11897,5,11898.0,12.0,11897.0,37.0,1,835.0,1010.0
[09:03:28-722368],11897,37,11897.0,13.0,11896.0,47.0,1,848.0,973.0
[09:03:28-726120],11897,3,11897.0,10.0,11896.0,46.0,2,851.0,972.0
[09:03:28-727494],11897,3,11897.0,7.0,11896.0,46.0,2,848.0,972.0
[09:03:29-172411],11897,7,,,,,2,,
[09:03:29-172742],11898,3,11898.0,20.0,11896.0,46.0,2,843.0,972.0
[09:03:35-728692],11897,10,11897.0,25.0,11896.0,22.0,2,908.0,999.0
[09:03:42-587804],11897,5,11897.0,20.0,11896.0,27.0,2,892.0,1055.0
[09:03:42-652195],11897,1,11898.0,36.0,11896.0,32.0,2,872.0,1060.0
[09:03:45-863865],11897,2,11898.0,31.0,11897.0,6.0,1,884.0,1068.0
[09:03:48-591917],11898,1,11898.0,20.0,11897.0,76.0,2,889.0,1237.0
[09:03:48-592167],11898,4,11898.0,16.0,11897.0,76.0,2,885.0,1237.0
[09:03:48-594284],11898,16,,,,,2,,
[09:03:50-504428],11899,47,11900.0,49.0,11899.0,3.0,2,834.0,1257.0
[09:03:50-506079],11899,3,11900.0,49.0,11898.0,19.0,1,834.0,1254.0
[09:03:50-513596],11899,1,11899.0,4.0,11898.0,21.0,1,834.0,1251.0
[09:03:50-517350],11899,1,11899.0,3.0,11898.0,24.0,2,833.0,1254.0
[09:03:50-518689],11899,1,11899.0,2.0,11898.0,24.0,2,832.0,1254.0
[09:03:50-519951],11899,1,11899.0,1.0,11898.0,24.0,2,831.0,1254.0
[09:03:52-433416],11899,9,11900.0,47.0,11899.0,1.0,2,822.0,1250.0
[09:03:52-434994],11899,1,11900.0,47.0,11898.0,29.0,1,822.0,1249.0
[09:03:54-703257],11899,5,11900.0,47.0,11899.0,2.0,2,822.0,1251.0
[09:03:54-705136],11899,2,11900.0,47.0,11898.0,29.0,1,822.0,1249.0
[09:03:55-919962],11899,1,11899.0,10.0,11898.0,28.0,2,832.0,1252.0
[09:03:57-752243],11898,7,11899.0,25.0,11898.0,18.0,1,847.0,1242.0
[09:03:57-754867],11898,2,11899.0,25.0,11898.0,16.0,1,847.0,1238.0
[09:03:57-756032],11898,14,11899.0,25.0,11898.0,2.0,1,847.0,1224.0
[09:03:57-757077],11898,2,,,,,1,,
[09:04:06-042203],11898,1,11899.0,20.0,11897.0,75.0,2,832.0,1237.0
[09:04:11-741916],11897,60,11898.0,60.0,11897.0,24.0,1,892.0,1249.0
[09:04:11-743710],11897,3,11898.0,65.0,11897.0,21.0,1,897.0,1246.0
[09:04:11-744598],11897,3,11898.0,65.0,11897.0,18.0,1,897.0,1243.0
[09:04:11-746276],11897,17,11898.0,65.0,11897.0,1.0,1,897.0,1226.0
[09:04:11-747513],11897,1,11898.0,65.0,11896.0,41.0,1,897.0,1225.0
[09:04:11-926346],11897,5,11898.0,71.0,11897.0,4.0,2,896.0,1230.0
[09:04:11-931813],11897,1,11898.0,64.0,11897.0,3.0,1,889.0,1236.0
[09:04:11-932704],11897,1,11898.0,64.0,11897.0,2.0,1,889.0,1235.0
[09:04:11-934084],11897,1,11898.0,64.0,11897.0,1.0,1,889.0,1234.0
[09:04:12-329019],11897,1,11897.0,49.0,11896.0,47.0,1,938.0,1233.0
[09:04:12-496396],11897,2,11897.0,53.0,11896.0,35.0,2,944.0,1221.0
[09:04:27-497401],11896,2,11897.0,57.0,11896.0,43.0,1,1094.0,1218.0
[09:04:29-115362],11896,43,11896.0,7.0,11895.0,91.0,1,1103.0,1175.0
[09:04:29-120680],11896,1,11896.0,6.0,11895.0,89.0,2,1106.0,1173.0
[09:04:29-121598],11896,1,11896.0,5.0,11895.0,89.0,2,1105.0,1173.0
[09:04:29-122993],11896,1,11896.0,4.0,11895.0,89.0,2,1104.0,1173.0
[09:04:29-124205],11896,1,11896.0,3.0,11895.0,89.0,2,1103.0,1173.0
[09:04:29-126537],11896,1,11896.0,2.0,11895.0,89.0,2,1102.0,1173.0
[09:04:29-836676],11896,3,11897.0,61.0,11895.0,89.0,2,1095.0,1175.0
[09:04:30-111328],11896,4,11896.0,1.0,11895.0,89.0,2,1100.0,1175.0
[09:04:30-454855],11896,5,11897.0,61.0,11895.0,89.0,2,1095.0,1175.0
[09:04:31-476600],11896,1,11897.0,49.0,11896.0,9.0,1,1085.0,1184.0
[09:04:31-482570],11896,1,11896.0,1.0,11895.0,91.0,1,1086.0,1175.0
[09:04:36-644262],11895,3,11896.0,31.0,11895.0,86.0,1,1117.0,1192.0
[09:04:43-358072],11896,50,11896.0,26.0,11895.0,86.0,2,1152.0,1172.0
[09:04:52-025929],11896,1,11896.0,28.0,11895.0,90.0,2,1209.0,1156.0
[09:04:53-233033],11896,5,11896.0,20.0,11895.0,90.0,2,1201.0,1156.0
[09:04:54-254973],11896,20,11897.0,82.0,11895.0,90.0,2,1181.0,1156.0
[09:05:00-948037],11897,1,11897.0,48.0,11896.0,41.0,2,1149.0,1193.0
[09:05:00-957097],11897,1,11897.0,47.0,11896.0,41.0,2,1148.0,1193.0
[09:05:01-067609],11896,4,11897.0,47.0,11896.0,42.0,1,1148.0,1194.0
[09:05:01-088259],11896,1,11897.0,47.0,11896.0,37.0,1,1148.0,1189.0
[09:05:04-062373],11897,5,11897.0,71.0,11896.0,36.0,2,1172.0,1222.0
[09:05:06-042674],11896,30,11897.0,74.0,11896.0,6.0,1,1175.0,1197.0
[09:05:07-596506],11896,9,11896.0,1.0,11895.0,88.0,1,1176.0,1191.0
[09:05:07-599122],11896,1,11897.0,81.0,11895.0,86.0,2,1182.0,1189.0
[09:05:18-106674],11896,3,11896.0,9.0,11895.0,101.0,2,1189.0,1206.0
[09:05:21-501478],11896,5,11896.0,17.0,11895.0,101.0,2,1197.0,1206.0
[09:05:22-456875],11896,17,11897.0,81.0,11895.0,101.0,2,1178.0,1206.0
[09:05:27-251392],11896,1,11897.0,74.0,11896.0,15.0,1,1173.0,1221.0
[09:05:29-612093],11897,1,11897.0,73.0,11896.0,15.0,2,1172.0,1221.0
[09:05:36-529108],11897,50,11897.0,23.0,11896.0,69.0,2,1122.0,1275.0
[09:05:36-531047],11897,20,11897.0,3.0,11896.0,69.0,2,1102.0,1275.0
[09:05:36-531296],11897,1,11897.0,2.0,11896.0,69.0,2,1101.0,1275.0
[09:05:36-532509],11897,2,,,,,2,,
[09:05:48-816612],11897,10,11898.0,101.0,11897.0,8.0,1,1065.0,1283.0
[09:05:50-662282],11897,5,11897.0,1.0,11896.0,66.0,1,1066.0,1270.0
[09:05:50-675454],11897,2,11898.0,102.0,11896.0,67.0,2,1066.0,1271.0
[09:05:52-013409],11897,2,11898.0,103.0,11897.0,8.0,2,1067.0,1279.0
[09:05:52-855313],11897,8,11897.0,22.0,11896.0,67.0,1,1087.0,1273.0
[09:05:55-140144],11897,10,11897.0,16.0,11896.0,60.0,2,1084.0,1266.0
[09:05:57-141855],11897,5,11897.0,12.0,11896.0,61.0,2,1080.0,1273.0
[09:05:57-661239],11897,10,11897.0,2.0,11896.0,61.0,2,1070.0,1273.0
[09:05:57-879949],11897,1,11897.0,1.0,11896.0,96.0,2,1069.0,1308.0
[09:05:57-880459],11897,1,,,,,2,,
[09:05:59-051107],11896,12,11898.0,100.0,11896.0,84.0,1,1064.0,1296.0
[09:06:00-376678],11897,10,11897.0,10.0,11896.0,79.0,2,1081.0,1291.0
[09:06:02-504127],11897,5,11898.0,102.0,11897.0,29.0,2,1059.0,1290.0
[09:06:10-074282],11898,20,11898.0,35.0,11897.0,52.0,2,974.0,1365.0
[09:06:10-075542],11898,3,11898.0,32.0,11897.0,52.0,2,971.0,1365.0
[09:06:10-076931],11898,2,11898.0,30.0,11897.0,52.0,2,969.0,1365.0
[09:06:10-794294],11897,10,11898.0,30.0,11897.0,45.0,1,969.0,1358.0
[09:06:13-244307],11898,1,11898.0,29.0,11897.0,47.0,2,998.0,1360.0
[09:06:16-638922],11897,2,11898.0,34.0,11897.0,40.0,1,1003.0,1353.0
[09:07:01-130491],11897,4,11898.0,67.0,11897.0,58.0,1,981.0,1380.0
[09:07:01-195335],11897,1,11898.0,67.0,11897.0,57.0,1,981.0,1379.0
[09:07:17-046400],11898,1,11898.0,66.0,11897.0,57.0,2,980.0,1381.0
[09:07:29-311364],11898,20,11898.0,50.0,11897.0,57.0,2,959.0,1381.0
[09:07:31-040690],11898,2,11898.0,48.0,11897.0,60.0,2,957.0,1384.0
[09:07:33-383294],11898,20,11898.0,28.0,11897.0,60.0,2,937.0,1384.0
[09:07:36-930305],11898,12,11898.0,17.0,11897.0,53.0,2,926.0,1377.0
[09:07:36-931965],11898,3,11898.0,14.0,11897.0,53.0,2,923.0,1377.0
[09:07:37-868688],11898,9,11898.0,5.0,11897.0,53.0,2,914.0,1377.0
[09:07:37-870484],11898,1,11898.0,4.0,11897.0,50.0,2,913.0,1374.0
[09:07:37-871470],11898,1,11898.0,3.0,11897.0,50.0,2,912.0,1374.0
[09:07:38-237429],11898,1,11898.0,2.0,11897.0,50.0,2,911.0,1374.0
[09:07:38-795319],11898,2,11899.0,62.0,11897.0,50.0,2,909.0,1374.0
[09:07:39-179307],11898,20,11898.0,2.0,11897.0,52.0,1,873.0,1376.0
[09:07:39-573568],11898,2,11899.0,24.0,11898.0,3.0,2,871.0,1377.0
[09:07:42-687605],11899,4,11899.0,13.0,11898.0,33.0,2,862.0,1382.0
[09:07:43-232634],11899,15,11900.0,116.0,11899.0,35.0,2,849.0,1420.0
[09:07:48-523005],11900,50,11900.0,36.0,11899.0,51.0,2,751.0,1473.0
[09:07:58-103406],11900,1,11900.0,37.0,11899.0,101.0,2,753.0,1549.0
[09:07:58-744271],11900,32,11900.0,5.0,11899.0,101.0,2,721.0,1549.0
[09:07:58-746028],11900,5,11901.0,28.0,11899.0,101.0,2,716.0,1549.0
[09:07:59-686728],11900,31,11900.0,19.0,11899.0,87.0,1,715.0,1533.0
[09:07:59-921683],11900,19,11901.0,15.0,11899.0,88.0,2,703.0,1533.0
[09:08:00-073607],11901,4,11901.0,23.0,11900.0,5.0,2,711.0,1540.0
[09:08:01-148581],11900,4,11901.0,9.0,11900.0,10.0,1,699.0,1540.0
[09:08:06-764346],11901,10,11901.0,22.0,11900.0,44.0,2,762.0,1539.0
[09:08:08-333395],11900,2,11901.0,29.0,11900.0,42.0,1,793.0,1537.0
[09:08:10-257031],11900,5,11901.0,29.0,11900.0,37.0,1,793.0,1533.0
[09:08:10-257474],11900,6,11901.0,29.0,11900.0,31.0,1,793.0,1527.0
[09:08:10-258951],11900,1,11901.0,29.0,11900.0,30.0,1,793.0,1526.0
[09:08:10-262838],11900,2,11901.0,29.0,11900.0,28.0,1,793.0,1524.0
[09:08:10-264117],11900,21,11901.0,29.0,11900.0,7.0,1,793.0,1503.0
[09:08:10-265367],11900,7,,,,,1,,
[09:08:10-449557],11900,2,11900.0,19.0,11899.0,50.0,2,815.0,1494.0
[09:08:11-267842],11900,1,11901.0,32.0,11900.0,4.0,2,794.0,1509.0
[09:08:17-555261],11901,3,11901.0,35.0,11900.0,44.0,2,749.0,1594.0
[09:08:18-158562],11901,20,11901.0,15.0,11900.0,50.0,2,729.0,1600.0
[09:08:18-160175],11901,3,11901.0,12.0,11900.0,50.0,2,726.0,1600.0
[09:08:20-119681],11901,10,11901.0,6.0,11900.0,20.0,2,720.0,1572.0
[09:08:42-486516],11901,5,11901.0,38.0,11900.0,31.0,2,876.0,1649.0
[09:09:01-168595],11900,4,11901.0,26.0,11900.0,37.0,1,875.0,1655.0
[09:09:01-226772],11900,2,11901.0,32.0,11900.0,35.0,1,881.0,1653.0
[09:09:02-531894],11901,4,11901.0,28.0,11900.0,35.0,2,917.0,1653.0
[09:09:05-895151],11901,5,11901.0,17.0,11900.0,37.0,2,938.0,1655.0
[09:09:06-359300],11901,1,11901.0,16.0,11900.0,36.0,2,937.0,1674.0
[09:09:24-262659],11901,5,11901.0,34.0,11900.0,54.0,2,905.0,1699.0
[09:09:25-499017],11901,34,11902.0,43.0,11901.0,16.0,2,871.0,1715.0
[09:09:29-832394],11902,4,11902.0,18.0,11901.0,25.0,2,848.0,1726.0
[09:09:29-834457],11902,18,,,,,2,,
[09:09:30-091695],11902,15,,,,,1,,
[09:09:30-092011],11901,15,11903.0,15.0,11901.0,20.0,1,780.0,1721.0
[09:09:30-101839],11902,1,11902.0,1.0,11901.0,15.0,2,789.0,1716.0
[09:09:37-145936],11903,10,11903.0,8.0,11902.0,17.0,2,785.0,1724.0
[09:09:37-147794],11903,1,11903.0,7.0,11902.0,17.0,2,784.0,1724.0
[09:09:37-364856],11903,1,11903.0,2.0,11902.0,21.0,2,779.0,1728.0
[09:09:37-513451],11903,2,11904.0,63.0,11902.0,21.0,2,777.0,1728.0
[09:09:37-516299],11903,1,11903.0,4.0,11902.0,21.0,2,773.0,1728.0
[09:09:38-148790],11903,4,11904.0,55.0,11902.0,21.0,2,769.0,1728.0
[09:09:38-635995],11903,5,11904.0,55.0,11903.0,5.0,2,769.0,1733.0
[09:09:38-639012],11903,2,11904.0,60.0,11903.0,3.0,1,774.0,1731.0
[09:09:38-640873],11903,3,11904.0,60.0,11902.0,21.0,1,774.0,1728.0
[09:09:41-403962],11903,3,11904.0,70.0,11903.0,7.0,1,784.0,1732.0
[09:09:41-404300],11903,1,11904.0,70.0,11903.0,6.0,1,784.0,1731.0
[09:09:41-405661],11903,1,11904.0,70.0,11903.0,5.0,1,784.0,1730.0
[09:09:41-407051],11903,1,11904.0,70.0,11903.0,4.0,1,784.0,1729.0
[09:09:41-409411],11903,4,,,,,1,,
[09:09:44-583697],11903,20,11903.0,10.0,11902.0,11.0,2,801.0,1653.0
[09:09:45-616840],11902,1,11903.0,47.0,11902.0,8.0,1,848.0,1650.0
[09:09:45-849324],11903,11,11903.0,36.0,11902.0,8.0,2,837.0,1650.0
[09:09:47-643538],11902,2,11903.0,51.0,11902.0,6.0,1,863.0,1648.0
[09:09:47-645344],11902,4,11903.0,51.0,11902.0,2.0,1,863.0,1644.0
[09:09:47-647426],11902,2,11902.0,2.0,11901.0,12.0,1,865.0,1640.0
[09:09:47-884659],11903,10,11903.0,41.0,11901.0,17.0,2,853.0,1645.0
[09:09:55-745346],11902,10,11903.0,39.0,11902.0,3.0,1,858.0,1825.0
[09:10:00-142098],11902,4,11903.0,39.0,11902.0,12.0,1,858.0,1816.0
[09:10:00-274156],11902,1,11903.0,39.0,11902.0,12.0,1,858.0,1816.0
[09:10:05-471517],11902,13,11902.0,37.0,11901.0,39.0,1,939.0,1805.0
[09:10:05-868852],11902,5,11902.0,38.0,11901.0,8.0,2,947.0,1774.0
[09:10:11-828496],11901,18,11901.0,22.0,11900.0,82.0,1,1023.0,1766.0
[09:10:17-120518],11901,24,11901.0,4.0,11900.0,30.0,2,1032.0,1716.0
[09:10:17-121980],11901,4,,,,,2,,
[09:10:17-673122],11901,1,11902.0,81.0,11901.0,4.0,1,1025.0,1723.0
[09:10:31-450211],11901,29,11901.0,1.0,11900.0,40.0,1,1048.0,1654.0
[09:10:31-451990],11901,1,11902.0,56.0,11900.0,40.0,2,1047.0,1654.0
[09:10:35-520260],11901,10,11901.0,20.0,11900.0,43.0,1,1083.0,1657.0
[09:10:35-524791],11901,10,11901.0,10.0,11900.0,41.0,2,1080.0,1655.0
[09:10:35-525873],11901,4,11901.0,6.0,11900.0,41.0,2,1076.0,1655.0
[09:10:35-527132],11901,6,,,,,2,,
[09:10:36-082051],11901,9,11901.0,1.0,11900.0,43.0,1,1062.0,1657.0
[09:10:36-099784],11901,1,11902.0,61.0,11900.0,43.0,2,1066.0,1657.0
[09:10:57-102212],11901,3,11902.0,68.0,11901.0,27.0,1,1036.0,1710.0
[09:10:58-408939],11901,27,11901.0,5.0,11900.0,63.0,1,1009.0,1683.0
[09:10:58-410343],11901,1,11901.0,4.0,11900.0,63.0,2,1008.0,1683.0
[09:10:58-415385],11901,1,11901.0,3.0,11900.0,62.0,2,1015.0,1682.0
[09:10:58-416767],11901,3,11902.0,44.0,11900.0,62.0,2,1012.0,1682.0
[09:10:59-007528],11901,1,11901.0,9.0,11900.0,64.0,1,1023.0,1684.0
[09:11:01-100690],11900,4,11901.0,37.0,11900.0,43.0,1,1051.0,1665.0
[09:11:16-856267],11900,1,11901.0,51.0,11900.0,42.0,1,1101.0,1654.0
[09:11:16-858821],11900,1,11901.0,51.0,11900.0,41.0,1,1101.0,1653.0
[09:11:16-860043],11900,2,11901.0,51.0,11900.0,39.0,1,1101.0,1651.0
[09:11:16-861479],11900,1,11901.0,51.0,11900.0,38.0,1,1101.0,1650.0
[09:11:16-862885],11900,9,11901.0,51.0,11900.0,29.0,1,1101.0,1641.0
[09:11:16-865316],11900,16,11901.0,52.0,11900.0,13.0,1,1102.0,1625.0
[09:11:16-866782],11900,1,11901.0,52.0,11900.0,12.0,1,1102.0,1624.0
[09:11:16-868328],11900,6,11901.0,52.0,11900.0,6.0,1,1102.0,1618.0
[09:11:16-869689],11900,5,11901.0,52.0,11900.0,1.0,1,1102.0,1613.0
